id,author_name,role,book_list,book_count
1325,"Konya, Allan",,['The International handbook of Finnish sauna'],1
1326,"Burger, Alewyn",,['The International handbook of Finnish sauna'],1
1327,"Worrall, Julian",,['The Inventive work of Shigeru Ban'],1
1328,"Waldheim, Charles",editor,['The Landscape urbanism reader'],1
1329,"Siddiqi, Anooradha Iyer",,['The Library book:design collaborations in public schools'],1
133,"Stonehouse, Roger",,['Architecture of the British Library at St Pancras'],1
1330,"Privett, Imogen",,['The Life of work: what office design can learn from the world around us'],1
1331,"Longhurst, Robert",,['The Lifesaver : images of summer'],1
1332,"Donald, Alastair",,['The Lure of the city: from slums to suburbs'],1
1333,"Williams, Austin",,['The Lure of the city: from slums to suburbs'],1
1334,"Wilhide, Elizabeth",,['The Mackintosh style'],1
1335,"King, Bruce",,['The New carbon architecture: building to cool the climate'],1
1336,"Burry, Jane",,['The New mathematics of architecture'],1
1337,"Zabalbeascoa, Anatxu",,['The New Spanish architecture'],1
1338,"Breen, Ann",,['The New waterfront: a worldwide success story'],1
1339,"Rigby, Dick",,['The New waterfront: a worldwide success story'],1
134,"Stromberg, Gerhard",,['Architecture of the British Library at St Pancras'],1
1340,"Susanka, Sarah",,['The not so big house : a blueprint for the way we really live'],1
1341,"Haigh, Gideon",,['The Office: a hardworking history'],1
1342,"Hale, Jonathan",,['The Old way of seeing'],1
1343,"Khan, Salman",,['The One world schoolhouse: education reimagined'],1
1344,Frame Publishers,,['The Other office : creative workplace design'],1
1345,"Stewart, Matthew",,['The Other office : creative workplace design'],1
1346,"Goode, Patrick",editor,['The Oxford companion to architecture: Volume 1and 2'],1
1347,"Crane, Andrew",editor,['The Oxford handbook of corporate social responsibility'],1
1348,"Martorell, Josep",,"['The Oympic Village Barcelona 92 : architecture, parks, leisure port']",1
1349,"Puigdomenech, Albert",,"['The Oympic Village Barcelona 92 : architecture, parks, leisure port']",1
135,"Powell, Kenneth",,"['Architecture of the future: Richard Rogers', 'Will Alsop 1990-2000', 'City transformed : urban architecture at the beginning of the C21st Century']",3
1350,"Hopfe, Christina J",editor,"[""The passivhaus designer's manual: a technical guide to low and zero energy buildings""]",1
1351,"Lent, Jeremy",,"[""The Patterning instinct: a cultural history of humanity's search for meaning""]",1
1352,"Kim, Gene",,"['The Phoenix project: a novel about IT, DevOps and helping your business win']",1
1353,"Behr, Kevin",,"['The Phoenix project: a novel about IT, DevOps and helping your business win']",1
1354,"Spafford, George",,"['The Phoenix project: a novel about IT, DevOps and helping your business win']",1
1355,"Hoyne, Andrew",editor,['The Place economy'],1
1356,State Library of New South Wales. Public Libraries Branch,,['The Planning and design of public library buildings'],1
1357,"Moore, Charles W",,['The Poetics of gardens'],1
1358,"Muthesius, Stefan",,['The Postwar university : utopianist campus and college'],1
1359,"Vischer, Jacqueline",,['The Power of workspace for people & business'],1
136,"Torday, Robert",editor,['Architecture of the future: Richard Rogers'],1
1360,"Malkoski, Keti",,['The Power of workspace for people & business'],1
1361,"Williams, Meri",,['The principles of project management'],1
1362,"Minto, Barbara",,['The Pyramid principle: logic in writing and thinking'],1
1363,"Fisher, Rod",,['The Queensland house : a roof over our heads'],1
1364,"Crozier, Brian",,['The Queensland house : a roof over our heads'],1
1365,"Sanford, Carol",,"['The Regenerative business: redesign work, cultivate human potential, achieve extraordinary outcomes']",1
1366,"Piano, Renzo",,['The Renzo Piano logbook'],1
1367,"Baker-Brown, Duncan",,"[""The Re-use atlas: a designer's guide towards a circular economy""]",1
1368,"Edgar, E B",,['The Revit formula: parameters and formulas'],1
1369,"Florida, Richard",,"[""The Rise of the creative class: and how it's transforming work, leisure, community and everyday life""]",1
137,"Reyes, Cesar",,['Architecture sustainable 5'],1
1370,"Coonerty, Ryan",,['The Rise of the naked economy: how to benefit from the changing workplace'],1
1371,"Neuner, Jeremy",,['The Rise of the naked economy: how to benefit from the changing workplace'],1
1372,Sydney Cove Redevelopment Authority,,['The Rocks : a revitalisation project by the Sydney Cove Redevelopment Authority'],1
1373,"Churchill, Jennie",editor,['The Royal Botanic Garden Sydney: the first 200 years'],1
1374,"Idenburg, Florian",editor,['The SANAA Studios 2006 - 2008'],1
1375,"School of Architecture, Princeton University",,['The SANAA Studios 2006 - 2008'],1
1376,"Solomon, Susan",,"[""The Science of play: how to build playgrounds that enhance children's development""]",1
1377,"Lyndon, Donald",,['The Sea ranch'],1
1378,"Alinder, Jim",,['The Sea ranch'],1
1379,"Halprin, Lawrence",,['The Sea ranch ... : diary of an idea'],1
138,"Pohl, Ethel Baraona",,['Architecture sustainable 5'],1
1380,"Pinker, Steven",,"[""The Sense of style: the thinking person's guide to writing in the 21st century""]",1
1381,"Ramo, Joshua Cooper",,"['The seventh sense : power, fortune, and survival in the age of networks']",1
1382,"Trendall, A",,['The Shellal mosaic: and other classical antiquities in the Australian War Memorial'],1
1383,Urbz,,['The Slum outside'],1
1384,"Whyte, William H",,['The Social life of small urban spaces'],1
1385,"Bradley, Anthony",,['The social organization: how to use social media to tap the collective genius of your customers and employees'],1
1386,"McDonald, Mark",,['The social organization: how to use social media to tap the collective genius of your customers and employees'],1
1387,"Oldfield, Philip",,['The Sustainable tall building: a design primer'],1
1388,"Parker, Dave",editor,['The Tall buildings reference book'],1
1389,OWP/P Architects,,['The Third teacher: a collaborative project'],1
139,"Pirillo, Claudio",,['Architecture sustainable 5'],1
1390,VS Furniture,,['The Third teacher: a collaborative project'],1
1391,Bruce Mau Design,,['The Third teacher: a collaborative project'],1
1392,"Case, Steve",,"[""The Third wave: an entrepreneur's vision of the future""]",1
1393,"Williams, Nathan",,['The Touch: spaces designed for the senses'],1
1394,"Bjerre-Poulsen, Jonas",,['The Touch: spaces designed for the senses'],1
1395,Kinfolk & Norm Architecs,,['The Touch: spaces designed for the senses'],1
1396,"Blanc, Patrick",,['The Vertical garden: from nature to the city'],1
1397,"Surowiecki, James",,['The wisdom of crowds'],1
1398,"Wallace, Robert",,['The World of Leonardo 1452 - 1519'],1
1399,"Strong, Judith",editor,['Theatre buildings: a design guide'],1
14,"Hasanovic, Aisha ed",,['50+ great bathrooms by architects'],1
140,"Cheshire, Pip",,"[""Architecture uncooked: the New Zealand holiday house through an architect's eye""]",1
1400,"Brett, Richard",editor,['Theatre engineering and architecture'],1
1401,"Ham, Roderick",,['Theatres : planning guidance for design and adaptation'],1
1402,"Michalko, Michael",,['Thinkertoys: a handbook of creative-thinking techniques'],1
1403,"Temple, Nicholas",editor,['Thinking practice: reflections on architectural research and building work'],1
1404,"Chadwick, Peter",,['This Brutal world'],1
1405,"Klein, Naomi",,['This changes everything: capitalism versus the climate'],1
1406,"Heatherwick, Thomas",,['Thomas Heatherwick: making'],1
1407,"Rowe, Maisie",,['Thomas Heatherwick: making'],1
1408,"Farrelly, E M",,"['Three houses, Glenn Murcutt']",1
1409,"Blondal, Torsten",editor,['Tietgen Dormitory: an imaginary journey around a real building'],1
141,"Reynolds, Patrick",,"[""Architecture uncooked: the New Zealand holiday house through an architect's eye""]",1
1410,"Bell, Peter",,['Timber and iron : houses in North Queensland mining settlements 1861 - 1920'],1
1411,"Natterer, Julius",,['Timber construction manual'],1
1412,"Hugues, Theodor et al",,"['Timber construction: details, products, case studies']",1
1413,"Downes, Giles",,['Timber in contemporary architecture'],1
1414,"Lawrence, Andrew",,['Timber in contemporary architecture'],1
1415,"Ross, Peter",,['Timber in contemporary architecture'],1
1416,Ecodesign Foundation,,['Timber in context : a guide to sustainable use'],1
1417,"Willis, Anne Marie",,['Timber in context : a guide to sustainable use'],1
1418,"Tonkin, Cameron",,['Timber in context : a guide to sustainable use'],1
1419,Author,,['Title'],1
142,"Calder, Barnabas",,['Architecture: from prehistory to climate emergency'],1
1420,"Tuan, Yi-fu",,"['Topophilia: a study of environmental perception, attitudes, and values']",1
1421,"Zumstein, Kerstin",,['Total office design: 50 contemporary workplaces'],1
1422,"Parton, Helen",,['Total office design: 50 contemporary workplaces'],1
1423,Le Corbusier,,['Towards a new architecture'],1
1424,"Sowden, H",editor,['Towards an Australian architecture'],1
1425,"Boys, Jos",,['Towards creative learning spaces: re-thinking the architecture of post-compulsory education'],1
1426,"Guzowski, Mary",,['Towards zero energy architecture : new solar design'],1
1427,"Maffei, Andrea",,"['Toyo Ito : works, projects, writings']",1
1428,"Nelson, Charles E",,['TQM and ISO 9000 for architects and designers'],1
1429,"Milani, Rahim",,['Traditional architecture of Manus Island Papua New GuInea'],1
143,"Steel, Liz",,['Architecture: super-quick techniques for amazing drawings'],1
1430,"Sheridan, Dougal",editor,['Translating housing: Berlin-Belfast'],1
1431,"Kaltenbach, Frank",editor,"['Translucent materials: glass, plastics, metals']",1
1432,"Brownell, Blaine",,['Transmaterial 2 : a catalogue of materials that redefine our physical environment'],1
1433,"Sveiby, Karl Erik",,"[""Treading lightly: the hidden wisdom of the world's oldest people""]",1
1434,"Skuthorpe, Tex",,"[""Treading lightly: the hidden wisdom of the world's oldest people""]",1
1435,"Logan, David",,['Tribal leadership: leveraging natural groups to build a thriving organization'],1
1436,"King, John",,['Tribal leadership: leveraging natural groups to build a thriving organization'],1
1437,"Fischer-Wright, Halee",,['Tribal leadership: leveraging natural groups to build a thriving organization'],1
1438,"Miller, Danielle",,['Tropical minimal'],1
1439,"Powers, Richard",,['Tropical minimal'],1
144,"Renshaw, Amanda",editor,['Art &  place: site-specific art of the Americas'],1
1440,"Trulove, James Grayson",,['Tropical modernism'],1
1441,"McKay, Kim",,['True green @ work : 100 ways you can make the environment your business'],1
1442,"Tschumi, Bernard",,['Tschumi Parc De La Villette'],1
1443,"Resnick, Mitchell",,"['Turtles, termites, and traffic jams: explorations in massively parallel microworlds']",1
1444,"Daguerre, Mercedes",,['Twenty houses by twenty architects'],1
1445,"Murray Cree, Laura",editor,"['Twenty: Sherman Galleries, 1986-2006']",1
1446,"Hamby, Louise",,['Twined together = Kunmadj njalehnjaleken'],1
1447,"Vollers, Karel",,['Twist & build: creating non-orthogonal architecure'],1
1448,"Bailey, Dennis J",,['Two to The Valley: a portrait in black and white'],1
1449,"Ruder, Emil",,['Typographie'],1
145,"Wolf, Norbert",,['Art deco'],1
1450,"Lee, Christopher",editor,['Typological formations : renewable building types and the city'],1
1451,"Jacoby, Sam",editor,['Typological formations : renewable building types and the city'],1
1452,"Asensio, Paco",,['Ultimate landscape design'],1
1453,"Van Berkel, Ben",,"['UN Studio : design models, architecture, urbanism and infrastructure']",1
1454,"Bos, Caroline",,"['UN Studio : design models, architecture, urbanism and infrastructure']",1
1455,"Greenwood, J S",,['Under cover : guidelines for shade planning and design'],1
1456,NSW. Department of Health,,['Under cover : guidelines for shade planning and design'],1
1457,"McEoin, Ewan",editor,['Under the edge: the architecture of Peter Stutchbury'],1
1458,"Bailey, Ian",,['Understanding Australian construction contracts'],1
1459,"Bell, Matthew",,['Understanding Australian construction contracts'],1
146,"Benton, Charlotte",editor,['Art deco 1910-1939'],1
1460,"Trotman, Peter",,['Understanding dampness'],1
1461,"Sanders, Chris",,['Understanding dampness'],1
1462,"Harrison, Harry",,['Understanding dampness'],1
1463,"Hasanovic, Aisha",editor,"['Upstairs, downstairs']",1
1464,"Mikoleit, Anne",,['Urban code: 100 lessons for understanding the city'],1
1465,"Purckhauer, Moritz",,['Urban code: 100 lessons for understanding the city'],1
1466,"Havik, Klaske",,['Urban literacy: reading and writing architecture'],1
1467,"Minguet, Josep Mari´a",editor,['Urban playground spaces'],1
1468,"Byrne, John",,['Urban voices: celebrating urban design in Australia'],1
1469,"Anstee, Harley",,['Using Australian colour'],1
147,"Duncan, Alastair",,['Art deco complete: the definitive guide to the decorative arts of the 1920s and 1930s'],1
1470,"Faulkner, Janne",,['Using Australian colour'],1
1471,Laminex,,['Using Australian colour'],1
1472,"Olgati, Valerio",,['Valerio Olgiati: projects 2009 - 2017'],1
1473,Timber Veneer Association of Australia (TVAA),,['Veneer'],1
1474,"Lambertini, Anna",,['Vertical gardens: bringing the city to life'],1
1475,"Leenhardt, Jacques",,['Vertical gardens: bringing the city to life'],1
1476,"Macdonald, Jacqui",,"['Victoria : innovation, events, energy']",1
1477,"Ciuccarelli, Paolo",,['Visualizing the data city: social media as a source of knowledge for urban planning and management'],1
1478,"Morgan, Morris Hicky",,['Vitruvius : the ten books on architecture'],1
1479,"Vitruvius, Pollio",,['Vitruvius : the ten books on architecture'],1
148,"Hyatt, Peter",editor,"['Designing with glass: great glass buildings 50 modern classics', 'Games show Australia 2000', 'Out of town : the country house', 'Art house: Gallery of Modern Art Queensland']",4
1480,"Nylander, Richard",,['Wall papers for historic buildings : a guide to selecting reproduction wallpapers'],1
1481,"Boyd, Robin",,['Walls around us : a popular history of Australian architecture'],1
1482,"Davidson, James",,['Water futures: integrated water and flood management plan for enhancing liveability in South East Queensland'],1
1483,"Bowstead, Samuel",,['Water futures: integrated water and flood management plan for enhancing liveability in South East Queensland'],1
1484,"Flannery, Tim",,['Weather makers : the history and future of climate change'],1
1485,"Goldhagen, Sarah Williams",,['Welcome to your world: how the built environment shapes our lives'],1
1486,"Watson, Don",,['Well made plans'],1
1487,"Gardiner, Fiona",,['Well made plans'],1
1488,"Gallop, Joan",,['Wellness centers : a guide for the design professional'],1
1489,"Ibelings, Hans",,"['Westerpark : architecture in Amsterdams residential neighbourhood,1990-1998']",1
149,"Philipp, Robin et al",,"['Arts, health & well-being']",1
1490,"Verstegen, Ton",,"['Westerpark : architecture in Amsterdams residential neighbourhood,1990-1998']",1
1491,"Lorenc, Jan",,['What is exhibition design?'],1
1492,"Skolnick, Lee",,['What is exhibition design?'],1
1493,"Berger, Craig",,['What is exhibition design?'],1
1494,"Brooker, Graeme",,['What is interior design'],1
1495,"Stone, Sally",,['What is interior design'],1
1496,"Nishi, Kazuo",,['What is Japanese architecture?'],1
1497,"Hozumi, Kazuo",,['What is Japanese architecture?'],1
1498,"Wurman, Richard Saul",,['What will be has always been : the worlds of Louis I. Kahn'],1
1499,"Heath, Tom",,"['What, if anything, is an architect?']",1
15,"Hemachandra, Ray",,['500 tables : inspiring interpretations of function and style'],1
150,EDAW,,"[""Asia beyond growth: urbanization in the world's fastest-changing continent""]",1
1500,"Robbins, Edward",,['Why architects draw'],1
1501,"Samuel, Flora",,['Why architects matter: evidencing and communicating the value of architects'],1
1502,"Solanki, Seetal",,['Why materials matter: responsible design for a better world'],1
1503,"Purves, Dale",,['Why we see what we do redux: a wholly empirical theory of vision'],1
1504,"Lotto, R Beau.",,['Why we see what we do redux: a wholly empirical theory of vision'],1
1505,"Irwin, Peter",,['Wind tunnel testing of high-rise buildings: an output of the CTBUH Wind Engineering Working Group'],1
1506,"Weiss, Stephen",,['Wings &  things in origami'],1
1507,"Slavid, David",,['Wood architecture'],1
1508,"Bootle, Keith R.",,"['Wood in Australia : types, properties and uses']",1
1509,Timber Research and Development Advisory Council [TRADAC],,['Wood the material'],1
151,Aecom,,"[""Asia beyond growth: urbanization in the world's fastest-changing continent""]",1
1510,"Duffy, Frank",,['Work and the city'],1
1511,"Calder, James",editor,['Work life'],1
1512,"Arnold, Hadley",,"['Work Life : Tod Williams, Billie Tsien']",1
1513,"Collis, Jack",,['Work smarter not harder'],1
1514,"LeBoeuf, Michael",,['Work smarter not harder'],1
1515,"Norten, Enrique",,['Working: 20 projects in process'],1
1516,TEN Arquitectos,,['Working: 20 projects in process'],1
1517,"Steele, Fritz",,['Workplace by design: mapping the high-performance workscape'],1
1518,"Antonelli, Paola",,['Workspheres : design and contemporary work styles'],1
1519,"Cockburn, Alistair",,['Writing effective use cases'],1
152,"Tan, Hock Beng",,"['Asian resorts', 'Tropical retreats : the poetics of place', 'Tropical resorts']",3
1520,"Smith, Courtenay",,['Xtreme houses'],1
1521,"Topham, Sean",,['Xtreme houses'],1
1522,BIG,,['Yes is more: an archicomic on architectural evolution'],1
1523,Bjarke Ingels Group,,['Yes is more: an archicomic on architectural evolution'],1
1524,"Leonard, Kelly",,"['Yes, and: how improvisation reverses ""no, but"" thinking and improves creativity and collaboration - lessons from The Second City']",1
1525,"Yorton, Tom",,"['Yes, and: how improvisation reverses ""no, but"" thinking and improves creativity and collaboration - lessons from The Second City']",1
1526,"Ferre, Albert",editor,['Yokohama Project [Yokohama International Port Terminal]'],1
1527,Foreign Office Architects,,['Yokohama Project [Yokohama International Port Terminal]'],1
1528,"Eliasson, Olafur",,['Your glacial expectations'],1
1529,Kvadrat,,['Your glacial expectations'],1
153,"Scott, Grant",,['At home with the makers of style'],1
1530,Institute for Sustainable Futures,,"[""Your home: Australia's guide to environmentally sustainable homes""]",1
1531,GHD,,['Zero: the building of the future'],1
1532,"Baratay, Eric",,['Zoo: a history of zoological gardens in the west'],1
1533,"Hardouin-Fugier, Elisabeth",,['Zoo: a history of zoological gardens in the west'],1
154,"Scott-Jeffries, Amanda",,['At home with the makers of style'],1
155,"Chan, Bernard",editor,['Athletic facilities: hundred outstanding architects'],1
156,"Vidiella, A`lex Sa´nchez",,['Atlas of office interiors'],1
157,"Kuo, Jeannette",editor,"['A-typical plan: projects and essays on identity, flexibility and atmosphere in the office']",1
158,"Barron, Michael",,['Auditorium acoustics and architectural design'],1
159,Lend Lease Property Group,,"['Five stars', 'Aurora Place']",2
16,"Hale, Julie",,['500 tables : inspiring interpretations of function and style'],1
160,"Lewi, Hannah",,"['Australia Modern: architecture, landscape &  design']",1
161,"Goad, Philip",,"['The Encyclopedia of Australian architecture', 'Durbach Block', 'Australia Modern: architecture, landscape &  design', 'Troppo Architects', 'New directions in tropical Asian architecture', 'Modernism and Australia : documents on art, design and architecture 1917-1967', 'Bates Smart: 150 years of Australian architecture', 'Peter Stutchbury: of people and places: between the bush and the beach']",8
162,"Seidler, Harry",,"['Australia Square, Sydney']",1
163,"Jackson, Davina",,['Australian architecture now'],1
164,"Johnson, Chris",editor,"['The City in conflict', 'Greening Sydney : landscaping the urban fabric', 'Shaping Sydney : public architecture and civic decorum', 'Homes dot com: architecture for all', 'Australian architecture now', 'Celebrating Sydney 2000 : 100 legacies', 'Greening cities: landscaping the urban fabric']",7
165,"Taylor, Jennifer",,['Australian architecture since 1960'],1
166,"Griggs, Michael",editor,['Australian built : a photographic exhibition of recent Australian architecture'],1
167,"McGregor, Craig",,['Australian built : a photographic exhibition of recent Australian architecture'],1
168,Sarkissian Associates Planners,,['Australian Capital Territory crime prevention and urban design resource manual'],1
169,ACT Planning and Land Management,,['Australian Capital Territory crime prevention and urban design resource manual'],1
17,"Romer, Mike",,['9006 days of design'],1
170,"Lucas, Clive",,"['Australian country houses : homesteads, farmsteads and rural retreats', 'Colour schemes for old Australian houses']",2
171,"Joyce, Ray",,"['Australian country houses : homesteads, farmsteads and rural retreats', 'The Australian house: homes of the tropical north']",2
172,International Academy for Design & Health,,['Australian healthcare design 2000-2015'],1
173,Australian Stainless Steel Development Association (ASSDA),,['Australian stainless reference manual 2020'],1
174,Australian Steel Institute (ASI),,"['Steel Awards Queensland 2007', ""Australian steel detailers' handbook""]",2
175,Parliament House Construction Authority,,"[""Australia's Parliament House 1988 : the construction process"", 'Project parliament : the management experience']",2
176,"Scarpino, Matthew",,['Automatic sketchup: creating 3-D models in Ruby'],1
177,"Kenworthy, Jeff",,['Automobile dependence : the irresistible force?'],1
178,"Newman, Peter",,['Automobile dependence : the irresistible force?'],1
179,PA Consulting Group,,"[""Balancing the bargain : a survey of users' expectations for the office of the millennium""]",1
18,Property Council of Australia (PCA),,"['Glossary of property terms', 'Method of measurement for lettable area: residential', 'The Sustainability tools pathway: your guide to green building rating tools', 'Method of measurement for lettable area: commercial', ""Initiatives for Canberra: securing Canberra's future"", 'A Guide to office building quality 2019']",6
180,"Francione, Gianni",,['Bali houses: new wave Asian architecture and design'],1
181,BVN Architecture (Bligh Voller Nield),,"['People places : a guide for public library buildings in New South Wales', 'Bangkok 2008 : application for candidature to host the 2008 Olympic Games', 'Lawrence Nield selected works: Bligh Voller Nield, Lawrence Nield and Partners Australia, 1975-2008', ""Bangkok sports infrastructure - a technical handbook : profiling the city's world-class precincts and facilities""]",4
182,"Bohigas, Oriol",,"['Barcelona : city and architecture 1980-1992', 'The Oympic Village Barcelona 92 : architecture, parks, leisure port']",2
183,"Buchanan, Peter",,"['Renzo Piano building workshop : complete works - Vol 1 - 2', 'Barcelona : city and architecture 1980-1992']",2
184,"Lampugnani, Vittorio Magnago",,['Barcelona : city and architecture 1980-1992'],1
185,Bates Smart,,['Bates Smart: Sydney 95-05'],1
186,"Robson, David",,"['Bawa: the Sri Lanka gardens', 'Beyond Bawa: modern masterworks of monsoon asia', 'Geoffrey Bawa : the complete works']",3
187,"Schipper, Kirsten",,"['BC AD Benthem Crouwel, 1979-2009']",1
188,"Falkenberg, Haike",,"['Pools', 'Beach cottages', 'Interior gardens: designing and constructing spaces in private and public buildings', 'Staircases']",4
189,"Rollo, Joe",,"['Beautiful ugly: the architectural photography of John Gollings', 'Concrete poetry : concrete architecture in Australia']",2
19,"Lloyd, Nathaniel",,['A History of English brickwork: with examples and notes of the architectural use and manipulation of brick from mediaeval times to the end of the Georgian period'],1
190,"Weizman, Eyal",,['Before and after'],1
191,"Weizman, Ines",,['Before and after'],1
192,"Tyng, Alexandra",,"[""Beginnings : Louis I. Kahn's philosophy of architecture""]",1
193,"Vranckx, Bridget",editor,['Beijing: architecture & design'],1
194,"Snopek, Kuba",,['Belyayevo forever'],1
195,"Ngo, Dung",,['Bent Ply: the art of plywood furniture'],1
196,"Pfeiffer, Eric",,['Bent Ply: the art of plywood furniture'],1
197,"Cardwell, Kenneth H",,"['Bernard Maybeck : artisan, architect, artist']",1
198,"Takle, Gary",,['Best Australian architecture'],1
199,"Kaufman, David",,"['Best designed hotels in Asia, Australia and New Zealand']",1
2,"Christianson, Scott",,['100 Diagrams that changed the world'],1
20,"Manfield, Leslie",,['A History of English brickwork: with examples and notes of the architectural use and manipulation of brick from mediaeval times to the end of the Georgian period'],1
200,"Kunz, Martin Nicholas",,['Best designed modular houses'],1
201,"Wood, anthony",,"['Best tall buildings: a global overview of 2016 skyscrapers', 'Downtown high rise versus suburban low rise living: a plot survey on urban sustainability']",2
202,Council on Tall Buildings and Urban Habitat (CTBUH),,"['Wind tunnel testing of high-rise buildings: an output of the CTBUH Wind Engineering Working Group', 'Downtown high rise versus suburban low rise living: a plot survey on urban sustainability', 'Natural ventilation in high-rise office buildings: an output of the CTBUH Sustainability Working Group', 'Facade access and maintenance for high-rise buildings', 'The Tall buildings reference book', 'Tall Buildings + Urban Habitat Volume 1', 'The Space within: skyspaces in tall buildings', 'Outrigger design for high-rise buildings: an output of the CTBUH Outrigger Working Group', 'Tall building security, resilience and protective design', 'Green walls in high-rise buildings: an output of the CTBUH Sustainability Working Group', 'Performance-based seismic design for tall buidings', 'Best tall buildings: a global overview of 2016 skyscrapers', 'Tall and supertall buildings: planning and design', 'Tall Buildings + Urban Habitat Volume 2']",14
203,Urban Design Advisory Service,,['Better urban living : guidelines for urban housing in NSW'],1
204,NSW. Department of Urban Affairs and Planning (DUAP),,"['State Environmental Planning Policy SEPP 65 : Design quality of residential flat development', 'Sydney regional environmental plan (SREP) No 24 : Homebush Bay area', 'State Environmental Planning Policy SEPP No 56 : Sydney Harbour Foreshores and tributaries', 'Courtyard housing : design principles', 'Residential flat design pattern book : a resource of ideas and precedents to guide better design of residential flat development', 'Better urban living : guidelines for urban housing in NSW']",6
205,NSW. Department of Public Works and Services,,"['Residential flat design pattern book : a resource of ideas and precedents to guide better design of residential flat development', 'Better urban living : guidelines for urban housing in NSW']",2
206,"Block, Philippe et al",,['Beyond bending: reimagining compression shells'],1
207,"Aquilino, Marie",,['Beyond shelter: architecture for crisis'],1
208,"Davies, Jenny",,"['Beyond the facade: Flinders Street, more than just a railway station']",1
209,"Jernigan, Finith",,"['Big BIM, little bim']",1
21,"Pile, John",,['A history of interior design'],1
210,"Weygant, Robert S",,"['BIM content development: standards, strategies and best practices']",1
211,"Shepherd, David",,['BIM management handbook'],1
212,"Hyde, Richard",,"['Climate responsive design : a study of buildings in moderate and hot humid climates', 'Bioclimatic housing: innovative designs for warm climates', 'Environmental brief : pathways for green design']",3
213,"Yeang, Ken",,"['Eco skyscrapers', 'Bioclimatic skyscrapers', 'Saving the planet by design: reinventing our world through ecomimesis', 'The Skyscraper bioclimatically considered : a design primer']",4
214,Hamzah and Yeang,,['Bioclimatic skyscrapers'],1
215,"Benyus, Janine M",,['Biomimicry: innovation inspired by nature'],1
216,"Bonner, Jennifer",,['Blank: speculations on CLT'],1
217,"Kara, Hanif",,['Blank: speculations on CLT'],1
218,Bligh Voller Nield,,['Bligh Voller Nield Monograph'],1
219,"Mira, Pere Joan Ravetllat",,['Block housing : a contemporary perspective'],1
22,Woods Bagot,,"['Work life', 'A human thing: public #5 sustainability. Volume 01', 'Education futures']",3
220,"Nair, Prakash",,"['Blueprint for tomorrow: redesigning schools for student-centered learning', 'Language of school design: design patterns for the 21st century schools']",2
221,"Bolles-Wilson, Julia",,['Bolles + Wilson: a handful of productive paradigms'],1
222,"Wilson, Peter",,['Bolles + Wilson: a handful of productive paradigms'],1
223,"Willems, Marlous",editor,['Bon appetit: restaurant design'],1
224,"Geddes-Brown, Leslie",,['Books do furnish a room'],1
225,"Van Der Lugt, Pablo",,"['Dutch design meets bamboo', ""Tomorrow's timber: towards the next building revolution"", 'Booming bamboo: the (re)discovery of a sustainable material with endless possibilities']",3
226,"Mikunda, Christian",,"['Brand lands, hot spots and cool spaces']",1
227,"Hall, William",editor,"['Brick', 'Wood', 'Concrete']",3
228,"Campbell, James W",,['Brick : a world history'],1
229,"Fry, Patrick",editor,['Brick index'],1
23,Point of View (POV),,['A Lighting design point of view'],1
230,"Pearce, Martin",,"['Bridge builders', 'Educating architects']",2
231,"Jobson, Richard",,['Bridge builders'],1
232,"McNamara, Carmel",,['Bright 2: architectural illumination and light installations'],1
233,"Martins, Ana",,['Bright 2: architectural illumination and light installations'],1
234,Royal Australian Institute of Architects (RAIA). Queensland Chapter,,['Brisbane : a map guide to the architecture of the city'],1
235,"Wilson, Beth",,['Brisbane houses with gardens: the story of the people who built them'],1
236,"Saunders, Amy",editor,['Brisbane PARK(ing) Day: celebrating 5 years of PARK(ing) Day and its influences'],1
237,"Clark, Howard R",,['Brisbane tramways: the last decade'],1
238,"Keenan, David R",,['Brisbane tramways: the last decade'],1
239,"Cracknell, Julie",editor,['Bruce Rickard: a life in architecture'],1
24,"Alexander, Christopher",,"['A Pattern language : towns, buildings, construction', 'The Timeless way of building']",2
240,"Francis, Sharon",,['Bubbletecture: inflatable architecture and design'],1
241,"Deamer, Peggy",editor,['Building (in) the future: recasting labor in architecture'],1
242,Yale School of Architecture,,['Building (in) the future: recasting labor in architecture'],1
243,"Grant Ross, Helen",,['Building Cambodia: new Khmer architecture'],1
244,"Collins, Darryl",,['Building Cambodia: new Khmer architecture'],1
245,Law Book Company,,['Building code of Australia : Building service NSW'],1
246,"Winkel, S",,['Building codes illustrated for healthcare facilities'],1
247,"Collins, D",,['Building codes illustrated for healthcare facilities'],1
248,"Juroszek, S",,['Building codes illustrated for healthcare facilities'],1
249,"Adams, Cassandra",,[],0
25,"Crafti, Stephen",,"['Beach houses of Australia and New Zealand', 'A pocketful of beach houses', ""Houses of steel: Living Steel's international architecture competitions"", 'Contemporary beach houses down under']",4
250,"Gill, Lui",,['Building diplomacy'],1
251,"Pegum, Caroline",,['Building for government : the architecture of State Buildings OPW Ireland 1900-2000'],1
252,"Wernick, Jane",,['Building happiness: architecture to make you smile'],1
253,"Gray, Richard",,['Building height policy'],1
254,"Smith, Dana",,"['Building information modeling (BIM): a strategic implementation guide for architects, engineers, constructors, and real estate asset managers']",1
255,"Tardif, Michael",,"['Building information modeling (BIM): a strategic implementation guide for architects, engineers, constructors, and real estate asset managers']",1
